liga,temporada,n_partidas,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,BbAvH,BbAvD,BbAvA,AvgH,AvgD,AvgA
F1,0001,306,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.02,99.02,99.02,0.0,0.0,0.0,98.37,98.37,98.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0102,306,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.37,98.37,98.37,0.0,0.0,0.0,96.08,96.08,96.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0203,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.74,99.74,99.74,0.0,0.0,0.0,94.47,94.47,94.47,0.0,0.0,0.0,96.32,96.32,96.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0304,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,99.47,99.47,99.47,0.0,0.0,0.0,98.95,98.95,98.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0405,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,99.74,99.74,99.74,99.47,99.47,99.47,0.0,0.0,0.0,99.47,99.47,99.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0506,380,100.0,100.0,100.0,99.74,99.74,99.74,99.74,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,0.0,0.0,0.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,0.0,0.0,0.0
F1,0607,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,98.68,98.68,98.68,100.0,100.0,100.0,0.0,0.0,0.0
F1,0708,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,68.95,68.95,68.95,99.74,99.74,99.74,100.0,100.0,100.0,0.0,0.0,0.0
F1,0809,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F1,0910,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F1,1011,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F1,1112,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F1,1213,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F1,1314,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F1,1415,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.47,99.47,99.47,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F1,1516,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F1,1617,380,100.0,100.0,100.0,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,99.47,99.47,99.47,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F1,1718,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,99.21,99.21,99.21,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F1,1819,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,0.0,0.0,0.0
F1,1920,279,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
F1,2021,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.47,99.47,99.47,99.74,99.74,99.74,100.0,100.0,100.0,99.47,99.47,99.47,99.47,99.47,99.47,99.74,99.74,99.74,0.0,0.0,0.0,100.0,100.0,100.0
F1,2122,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
F1,2223,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.47,99.47,99.47,99.74,99.74,99.74,0.0,0.0,0.0,100.0,100.0,100.0
F1,2324,306,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.06,97.06,97.06,50.0,50.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
F1,2425,306,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61.76,61.76,61.76,0.0,0.0,0.0,100.0,100.0,100.0,76.47,76.47,76.47,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
F2,0506,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,0.0,0.0,0.0,97.11,97.11,97.11,97.37,97.37,97.37,100.0,100.0,100.0,0.0,0.0,0.0
F2,0607,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,0.0,0.0,0.0,98.95,98.95,98.95,98.68,98.68,98.42,100.0,100.0,100.0,0.0,0.0,0.0
F2,0708,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,99.74,99.74,99.74,99.47,99.47,99.47,0.0,0.0,0.0,63.68,63.68,63.68,99.47,99.47,99.47,100.0,100.0,100.0,0.0,0.0,0.0
F2,0809,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,98.16,98.16,98.16,99.21,99.21,99.21,100.0,100.0,100.0,0.0,0.0,0.0
F2,0910,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,99.74,99.74,99.74,98.68,98.68,98.68,0.0,0.0,0.0,99.47,99.47,99.47,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F2,1011,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.21,99.21,99.21,0.0,0.0,0.0,99.74,99.74,99.74,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F2,1112,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.21,99.21,99.21,0.0,0.0,0.0,99.47,99.47,99.47,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F2,1213,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,97.37,97.37,97.37,0.0,0.0,0.0
F2,1314,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,99.74,99.74,99.74,99.21,99.21,99.21,99.47,99.47,99.47,100.0,100.0,100.0,0.0,0.0,0.0
F2,1415,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,99.47,99.47,99.47,98.42,98.42,98.42,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,0.0,0.0,0.0
F2,1516,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,99.47,99.47,99.47,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F2,1617,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,98.95,98.95,98.95,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F2,1718,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F2,1819,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,99.21,99.21,99.21,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
F2,1920,280,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.93,98.93,98.93,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
F2,2021,380,100.0,100.0,100.0,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.21,99.21,99.21,99.47,99.47,99.47,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,99.74,99.74,99.74,0.0,0.0,0.0,100.0,100.0,100.0
F2,2122,380,100.0,100.0,100.0,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.21,99.21,99.21,99.47,99.47,99.47,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.21,99.21,99.21,0.0,0.0,0.0,100.0,100.0,100.0
F2,2223,380,100.0,100.0,100.0,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.47,99.47,99.47,100.0,100.0,100.0,98.16,98.16,98.16,98.68,98.68,98.68,99.74,99.74,99.74,88.16,88.16,88.16,0.0,0.0,0.0,100.0,100.0,100.0
F2,2324,379,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,96.83,96.83,96.83,50.13,50.13,50.13,100.0,100.0,100.0,99.74,99.74,99.74,93.93,93.93,93.93,0.0,0.0,0.0,100.0,100.0,100.0
F2,2425,306,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.71,64.71,64.71,0.0,0.0,0.0,100.0,100.0,100.0,79.41,79.41,79.41,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
I1,0001,306,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.04,98.04,98.04,0.0,0.0,0.0,99.35,99.35,99.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I1,0102,306,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.08,96.08,96.08,0.0,0.0,0.0,95.42,95.42,95.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I1,0203,306,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.69,98.69,98.69,0.0,0.0,0.0,92.16,92.16,92.16,0.0,0.0,0.0,96.41,96.41,96.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I1,0304,306,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.16,92.16,92.16,0.0,0.0,0.0,95.42,95.42,95.42,0.0,0.0,0.0,96.41,96.41,96.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I1,0405,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.63,97.63,97.63,99.74,99.74,99.74,95.79,95.79,95.79,0.0,0.0,0.0,95.79,95.79,95.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I1,0506,380,100.0,100.0,100.0,96.32,96.32,96.32,96.32,97.37,97.37,100.0,100.0,99.47,99.47,99.47,100.0,100.0,100.0,99.74,99.74,99.74,0.0,0.0,0.0,100.0,100.0,100.0,94.21,94.21,94.21,100.0,100.0,100.0,0.0,0.0,0.0
I1,0607,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.21,99.21,99.21,0.0,0.0,0.0,99.47,99.47,99.47,95.26,95.26,95.26,100.0,100.0,100.0,0.0,0.0,0.0
I1,0708,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,0.0,0.0,0.0,73.42,73.42,73.42,99.74,99.47,99.74,100.0,100.0,100.0,0.0,0.0,0.0
I1,0809,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.47,99.47,99.47,98.42,98.42,98.42,0.0,0.0,0.0,99.47,99.47,99.47,99.74,99.74,99.74,99.74,99.74,99.74,0.0,0.0,0.0
I1,0910,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,97.37,97.37,97.37,98.42,98.42,98.42,0.0,0.0,0.0,99.21,99.21,99.21,98.42,98.42,98.42,100.0,100.0,100.0,0.0,0.0,0.0
I1,1011,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.47,99.47,99.47,99.21,99.21,99.21,98.95,98.95,98.95,0.0,0.0,0.0,99.74,99.74,99.74,96.84,96.84,96.84,100.0,100.0,100.0,0.0,0.0,0.0
I1,1112,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.47,99.47,99.47,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
I1,1213,380,100.0,100.0,100.0,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,100.0,100.0,100.0,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,0.0,0.0,0.0
I1,1314,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
I1,1415,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.21,99.21,99.21,100.0,100.0,100.0,99.47,99.47,99.47,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
I1,1516,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,0.0,0.0,0.0
I1,1617,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,99.21,99.21,99.21,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
I1,1718,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
I1,1819,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
I1,1920,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
I1,2021,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.47,99.47,99.47,99.74,99.74,99.74,99.47,99.47,99.47,99.47,99.47,99.47,99.74,99.74,99.74,99.74,99.74,99.74,0.0,0.0,0.0,100.0,100.0,100.0
I1,2122,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,0.0,0.0,0.0,99.74,99.74,99.74
I1,2223,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
I1,2324,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.37,97.37,97.37,47.37,47.37,47.37,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
I1,2425,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62.89,62.89,62.89,0.0,0.0,0.0,100.0,100.0,100.0,76.32,76.32,76.32,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
I2,0506,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.35,99.35,99.35,99.57,99.57,99.57,87.66,87.66,87.66,0.0,0.0,0.0,97.62,97.62,97.62,85.93,85.93,85.93,99.57,99.57,99.57,0.0,0.0,0.0
I2,0607,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,99.57,99.57,99.57,95.24,95.24,95.24,0.0,0.0,0.0,99.57,99.57,99.57,93.94,93.94,93.94,100.0,100.0,100.0,0.0,0.0,0.0
I2,0708,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.57,99.57,99.57,99.78,99.78,99.78,84.2,84.2,84.2,0.0,0.0,0.0,70.13,70.13,70.13,95.89,95.89,95.89,99.78,99.78,99.78,0.0,0.0,0.0
I2,0809,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.48,98.48,98.48,96.75,96.75,96.75,94.81,94.81,94.81,0.0,0.0,0.0,97.19,97.19,97.19,95.24,95.24,95.24,99.78,99.78,99.78,0.0,0.0,0.0
I2,0910,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.67,95.67,95.67,89.61,89.61,89.61,81.17,81.17,81.17,0.0,0.0,0.0,91.56,91.56,91.56,95.24,95.24,95.24,98.7,98.7,98.7,0.0,0.0,0.0
I2,1011,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.92,98.92,98.92,96.54,96.54,96.54,90.69,90.69,90.69,0.0,0.0,0.0,99.35,99.35,99.35,94.37,94.37,94.37,100.0,100.0,100.0,0.0,0.0,0.0
I2,1112,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.13,99.13,99.13,0.0,0.0,0.0,99.78,99.78,99.78,99.35,99.35,99.35,100.0,100.0,100.0,0.0,0.0,0.0
I2,1213,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.57,99.57,99.57,99.78,99.78,99.78,95.67,95.67,95.67,96.32,96.32,96.32,99.57,99.57,99.57,98.27,98.27,98.27,99.57,99.57,99.57,0.0,0.0,0.0
I2,1314,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.78,99.78,99.78,98.48,98.48,98.48,96.32,96.32,96.32,87.01,87.01,87.01,98.7,98.7,98.7,98.92,98.92,98.92,100.0,100.0,100.0,0.0,0.0,0.0
I2,1415,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.78,99.78,99.78,98.92,98.92,98.92,93.94,93.94,93.94,99.57,99.57,99.57,99.78,99.78,99.78,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
I2,1516,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,99.57,99.57,99.57,96.1,96.1,96.1,98.92,98.92,98.92,99.78,99.78,99.78,99.57,99.57,99.57,100.0,100.0,100.0,0.0,0.0,0.0
I2,1617,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.13,99.13,99.13,95.89,95.89,95.89,97.4,97.4,97.4,99.57,99.57,99.57,100.0,100.0,100.0,0.0,0.0,0.0
I2,1718,462,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.13,99.13,99.13,98.48,98.48,98.48,99.57,99.57,99.57,99.35,99.35,99.35,100.0,100.0,100.0,0.0,0.0,0.0
I2,1819,342,100.0,100.0,100.0,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,100.0,100.0,100.0,99.71,99.71,99.71,100.0,100.0,100.0,94.44,94.44,94.44,97.37,97.37,97.37,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
I2,1920,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.16,98.16,98.16,98.16,98.16,98.16,95.79,95.79,95.79,97.63,97.63,97.63,95.53,95.53,95.53,98.16,98.16,98.16,0.0,0.0,0.0,98.42,98.42,98.42
I2,2021,380,100.0,100.0,100.0,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,98.42,98.42,98.42,98.16,98.16,98.16,99.47,99.47,99.47,97.89,97.89,97.89,98.42,98.42,98.42,99.47,99.47,99.47,0.0,0.0,0.0,99.47,99.47,99.47
I2,2122,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,99.74,99.74,99.74,100.0,100.0,100.0,100.0,100.0,100.0,94.74,94.74,94.74,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
I2,2223,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.47,99.47,99.47,99.21,99.21,99.21,71.05,71.05,71.05,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
I2,2324,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.47,99.47,99.47,96.58,96.58,96.58,49.74,49.74,49.74,99.74,99.74,99.74,86.58,86.58,86.58,98.95,98.95,98.95,0.0,0.0,0.0,99.74,99.74,99.74
I2,2425,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65.79,65.79,65.79,0.0,0.0,0.0,100.0,100.0,100.0,74.74,74.74,74.74,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
SP1,0001,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.68,98.68,98.68,0.0,0.0,0.0,89.74,89.74,89.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP1,0102,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.95,98.95,98.95,0.0,0.0,0.0,84.21,84.21,84.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP1,0203,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.74,99.74,99.74,0.0,0.0,0.0,99.47,99.47,99.47,0.0,0.0,0.0,99.74,99.74,99.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
