liga,temporada,n_partidas,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,BbAvH,BbAvD,BbAvA,AvgH,AvgD,AvgA
SP1,0304,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.68,98.68,98.68,0.0,0.0,0.0,98.95,98.95,98.95,0.0,0.0,0.0,99.74,99.74,99.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP1,0405,380,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,99.74,99.74,99.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP1,0506,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,0.0,0.0,0.0,100.0,100.0,100.0,99.21,99.21,99.21,100.0,100.0,100.0,0.0,0.0,0.0
SP1,0607,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,0.0,0.0,0.0
SP1,0708,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,73.95,73.95,73.95,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SP1,0809,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SP1,0910,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SP1,1011,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SP1,1112,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SP1,1213,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,0.0,0.0,0.0
SP1,1314,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.47,99.47,99.47,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SP1,1415,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,99.47,99.47,99.47,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SP1,1516,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SP1,1617,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.21,99.21,99.21,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SP1,1718,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SP1,1819,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SP1,1920,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.47,99.47,99.47,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
SP1,2021,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
SP1,2122,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.74,99.74,99.74,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
SP1,2223,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
SP1,2324,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.37,97.37,97.37,50.0,50.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
SP1,2425,380,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.53,60.53,60.53,0.0,0.0,0.0,100.0,100.0,100.0,73.42,73.42,73.42,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
SP2,0506,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,95.89,95.89,95.89,0.0,0.0,0.0,96.97,96.97,96.97,98.05,98.05,98.05,100.0,100.0,100.0,0.0,0.0,0.0
SP2,0607,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,99.35,99.35,99.35,99.35,99.35,99.35,0.0,0.0,0.0,99.78,99.78,99.78,97.62,97.62,97.62,99.78,99.78,99.78,0.0,0.0,0.0
SP2,0708,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,97.4,97.4,97.4,0.0,0.0,0.0,75.97,75.97,75.97,99.13,99.13,99.13,100.0,100.0,100.0,0.0,0.0,0.0
SP2,0809,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.78,99.78,99.78,0.0,0.0,0.0,99.35,99.35,99.35,99.78,99.78,99.78,98.05,98.05,98.05,0.0,0.0,0.0
SP2,0910,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.57,99.57,99.57,0.0,0.0,0.0,99.13,99.13,99.13,99.78,99.78,99.78,100.0,100.0,100.0,0.0,0.0,0.0
SP2,1011,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.78,99.78,99.78,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,99.57,99.57,99.57,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SP2,1112,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.57,99.57,99.57,99.78,99.78,99.78,99.13,99.13,99.13,0.0,0.0,0.0,99.57,99.57,99.57,99.13,99.13,99.13,100.0,100.0,100.0,0.0,0.0,0.0
SP2,1213,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.78,99.78,99.78,99.13,99.13,99.13,98.48,98.48,98.48,99.57,99.57,99.57,98.7,98.7,98.7,99.35,99.35,99.35,100.0,100.0,100.0,0.0,0.0,0.0
SP2,1314,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.57,99.57,99.57,99.35,99.35,99.35,100.0,100.0,100.0,0.0,0.0,0.0
SP2,1415,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,96.97,96.97,96.97,99.78,99.78,99.78,97.62,97.62,97.62,99.78,99.78,99.78,99.78,99.78,99.78,100.0,100.0,100.0,0.0,0.0,0.0
SP2,1516,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,99.78,99.78,99.78,99.35,99.35,99.35,99.35,99.35,99.35,98.92,98.92,98.92,99.57,99.57,99.57,100.0,100.0,100.0,0.0,0.0,0.0
SP2,1617,462,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,97.84,97.84,97.84,98.92,98.92,98.92,99.57,99.57,99.57,99.35,99.35,99.35,100.0,100.0,100.0,0.0,0.0,0.0
SP2,1718,462,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.78,99.78,99.78,97.84,97.84,97.84,98.7,98.7,97.84,97.84,97.84,97.84,99.78,99.78,99.78,99.78,99.78,99.78,100.0,100.0,100.0,0.0,0.0,0.0
SP2,1819,462,100.0,100.0,100.0,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.02,95.02,95.02,95.24,95.24,95.24,95.45,95.45,95.45,95.24,95.24,95.24,95.02,95.02,95.02,95.45,95.45,95.45,0.0,0.0,0.0
SP2,1920,462,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.57,99.57,99.57,98.92,98.92,98.92,100.0,100.0,100.0,99.78,99.78,99.78,99.35,99.35,99.35,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
SP2,2021,462,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.27,98.27,98.27,99.78,99.78,99.78,100.0,100.0,100.0,99.35,99.35,99.35,82.03,82.03,82.03,99.13,99.13,99.13,0.0,0.0,0.0,100.0,100.0,100.0
SP2,2122,462,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.57,99.57,99.57,99.13,99.13,99.13,100.0,100.0,100.0,99.78,99.78,99.78,86.8,86.8,86.8,99.35,99.35,99.35,0.0,0.0,0.0,100.0,100.0,100.0
SP2,2223,462,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.35,99.35,99.35,99.57,99.57,99.57,100.0,100.0,100.0,100.0,100.0,100.0,28.14,28.14,28.14,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0
SP2,2324,462,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.78,99.78,99.78,96.97,96.97,96.97,50.0,50.0,50.0,99.57,99.57,99.57,44.59,44.59,44.59,99.78,99.78,99.78,0.0,0.0,0.0,100.0,100.0,100.0
SP2,2425,462,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61.04,61.04,61.04,0.0,0.0,0.0,100.0,100.0,100.0,38.31,38.31,38.31,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
