n,Rodada,Data,Mandante,Visitante,prob_H,prob_D,prob_A,gols_esperados_mandante,gols_esperados_visitante,gols_esperados_total,prob_over_25,prob_under_25,prob_ambas_marcam,prob_mandante_marca,prob_visitante_marca,placar_mais_provavel,prob_placar_mais_provavel,multigols_0_1,multigols_0_2,multigols_0_3,multigols_1_2,multigols_1_3,multigols_1_4,multigols_2_3,multigols_2_4,multigols_2_5,multigols_3_4,multigols_3_5,multigols_3_6,mais_de_0_5,mais_de_1_5,mais_de_2_5,mais_de_3_5,mais_de_4_5,escanteios_mandante,escanteios_visitante,escanteios_total,escanteios_mais_7_5,escanteios_mais_8_5,escanteios_mais_9_5,escanteios_mais_10_5,escanteios_mais_11_5,escanteios_mais_12_5,cartoes_mandante,cartoes_visitante,cartoes_total,cartoes_mais_2_5,cartoes_mais_3_5,cartoes_mais_4_5,cartoes_mais_5_5,cartoes_mais_6_5,sem_historico_stats,situacao,palpite_1x2,palpite_seguro,palpite_seguro_prob,dupla_1x,dupla_12,dupla_x2,menos_de_2_5,ambas_nao
11,29,2026-10-07,Remo,Gremio,0.3807181758089901,0.25194043305316144,0.36734139113784847,1.3957199617226879,1.3664023812851838,2.7621223430078716,0.5214696686319171,0.478530331368083,0.5590662406868295,0.7523459235104903,0.7449777127592255,1-1,0.11903397446384886,0.23902053441108856,0.478530331368083,0.700351703855021,0.4167877269509692,0.6386090994379073,0.7917838107204646,0.4613311694439325,0.6145058807264897,0.6991234878161812,0.37499608376949534,0.4596136908591868,0.4985677897964524,0.9382573955828865,0.7609794655889116,0.5214696686319171,0.2996482961449789,0.14647358486242174,5.053900269897844,5.173720183796148,10.227620453693993,0.7671126679439426,0.6642916897547233,0.5528080642428954,0.4416705520215082,0.3388212759889746,0.24976781455729835,2.2621278266258003,2.1922331976161544,4.454361024241955,0.8064040895165357,0.637154166339778,0.45470153802964375,0.29378216749554564,0.17288450399877353,não,programado,Casa,Multi-gols 1-4,0.7917838107204646,0.6326586088621515,0.7480595669468386,0.6192818241910099,0.4785303313680829,0.44093375931317047
12,29,2026-10-07,Santos,Flamengo RJ,0.2745573538621317,0.24749300191327583,0.4779496442245923,1.1320932704829665,1.5777656616158136,2.70985893209878,0.5087892226530782,0.49121077734692187,0.536357668838902,0.6776423331811432,0.7935657554229268,1-1,0.1174669907222526,0.2482716917960782,0.49121077734692187,0.7119161158561975,0.4260611971120898,0.6467665356213654,0.7962871114799435,0.4636444240601193,0.6131649999186972,0.6942012005147826,0.3702259143678535,0.45126211496393887,0.48786168088399534,0.934850419765168,0.751728308203922,0.5087892226530782,0.2880838841438024,0.13856330828522465,4.794567928346381,5.135514257781517,9.930082186127898,0.7422145906586488,0.6342761626715465,0.5199477956291922,0.408607557216091,0.3079511849299791,0.22281005703892387,2.739878005854908,2.5077417199604466,5.247619725815355,0.8800257954132784,0.7507752051961107,0.5894407207365753,0.4246781977102375,0.2813468965999878,não,programado,Fora,Multi-gols 1-4,0.7962871114799435,0.5220503557754075,0.752506998086724,0.7254426461378681,0.49121077734692176,0.463642331161098
13,29,2026-10-07,Vitoria,Chapecoense-SC,0.5620254573984399,0.23566021815144964,0.20231432445011055,1.71353244501503,0.9207598110826978,2.6342922560977273,0.4901484780581306,0.5098515219418694,0.4919972138324334,0.8197749720707296,0.6017836589824722,1-0,0.12430904245647874,0.26215919444221086,0.5098515219418694,0.7285189026756509,0.4394129391626376,0.6580803198964191,0.8020897846626309,0.46635970823344014,0.6103691729996519,0.6862423128256576,0.36267684549999335,0.43854998532599915,0.47186222488609925,0.9295614172207682,0.7378408055577893,0.4901484780581306,0.2714810973243491,0.12747163255813723,5.864040294488812,3.4047759428879494,9.268816237376761,0.6798312084975804,0.5619759594815108,0.44383720218683465,0.33495519927381245,0.2417992093960003,0.16722743678663243,1.8846282323896788,2.513620576029523,4.398248808419202,0.7999141135000479,0.6278791506166249,0.44453439834560826,0.2846681411465086,0.16592828673243865,não,programado,Casa,Multi-gols 1-4,0.8020897846626309,0.7976856755498896,0.7643397818485504,0.4379745426015602,0.5098515219418693,0.5080027861675667
14,30,2026-10-11,Atletico-MG,Santos,0.5291673649695039,0.24458805735409403,0.22624457767640216,1.627929983029036,0.9697032452393157,2.597633228268352,0.4809783762039527,0.5190216237960474,0.49753934890486184,0.803666451674171,0.6208044759630866,1-0,0.12257867692915445,0.2692207308431618,0.5190216237960474,0.7365148690629995,0.44595320252844334,0.6634464477953953,0.8046889981537048,0.46729413821983756,0.608536688578147,0.6819162843710497,0.35873579562526126,0.43211539141816413,0.4638844125398094,0.926931578732396,0.7307792691568381,0.4809783762039527,0.26348513093700066,0.12224258057869142,6.123150762525777,4.089441292395602,10.212592054921378,0.7659015416414785,0.6628152383003701,0.551173604758833,0.44000769322879885,0.33725148618058953,0.24838183108429823,2.298741907506074,3.0235577801317306,5.322299687637805,0.8854278481665537,0.7598221390137698,0.6010620956414978,0.4368861239616202,0.2922657889458744,não,programado,Casa,Multi-gols 1-4,0.8046889981537048,0.773755422323598,0.755411942645906,0.4708326350304962,0.5190216237960473,0.5024606510951382
15,30,2026-10-11,Bahia,Mirassol,0.4507040714666093,0.24779300535054807,0.3015029231828425,1.5483686456169519,1.2196212685858976,2.7679899142028495,0.5228827451647677,0.47711725483523226,0.5534600514566477,0.787406860236152,0.7046581908621578,1-1,0.11717762739129207,0.23797634237110038,0.47711725483523226,0.6990493732676452,0.4157222544768943,0.6376543729093074,0.7912312780243269,0.46107303089654483,0.6146499360115645,0.6996700437861518,0.37550902354743265,0.46052913132201995,0.4997517101801974,0.9386049996416619,0.7620236576288996,0.5228827451647677,0.3009506267323546,0.14737372161733492,6.324944035889985,4.738195959375473,11.063139995265459,0.8269824236177903,0.7395546923276665,0.6387523933237059,0.531893197809471,0.42673470713135564,0.3299100905771448,1.9824289694089912,2.9158923591224464,4.898321328531438,0.8514985354928246,0.704751307853394,0.5324701619022179,0.36699144077155554,0.23159790143711523,não,programado,Casa,Multi-gols 1-4,0.7912312780243269,0.6984970768171573,0.7522069946494518,0.5492959285333906,0.47711725483523226,0.4465399485433523
16,30,2026-10-11,Bragantino,Cruzeiro,0.3972471547048565,0.2796202460954009,0.3231325991997427,1.2246752078718337,1.074518961347815,2.2991941692196485,0.4037476658020015,0.5962523341979985,0.4634738900426857,0.706147072793699,0.6585380915641953,1-1,0.13048979177659628,0.3325907136206228,0.5962523341979985,0.799510745383455,0.49746360851320715,0.7007220196986637,0.8175547069475223,0.4669200317628321,0.5837527190116908,0.6374769481057977,0.32009109843431494,0.37381532752842206,0.3944024085052279,0.9012112743152089,0.6674092863793771,0.4037476658020015,0.20048925461654502,0.0836565673676865,5.421518946258708,5.441343877278742,10.86286282353745,0.8139291271421266,0.7227436905921256,0.6190916701645799,0.5107612825818308,0.4056585995506712,0.3102502668875572,3.1535749582605335,2.8318786766412005,5.985453634901734,0.9243551328704598,0.828777637034736,0.6948346701224715,0.5412595941279099,0.39126591956646495,não,programado,Casa,Multi-gols 1-4,0.8175547069475223,0.6768674008002574,0.7203797539045992,0.6027528452951436,0.5962523341979985,0.5365261099573143
17,30,2026-10-11,Chapecoense-SC,Athletico-PR,0.27393995755702966,0.2557650476809589,0.47029499476201125,1.0755093802778528,1.495692479535402,2.5712018598132547,0.4743180937573817,0.5256819062426182,0.5097827185578924,0.6588761150670016,0.7759076685933648,1-1,0.12152513630360218,0.2744389880956272,0.5256819062426182,0.7422523183078191,0.4506829713450924,0.6672533834102933,0.8064652365274635,0.46781333021219185,0.6070251833293621,0.6786136883832549,0.3557822651823711,0.4273707702362638,0.4580489173737406,0.9250010651024742,0.7255610119043727,0.4743180937573817,0.2577476816921809,0.11853582857501059,4.205890239127194,5.72487791501134,9.930768154138534,0.74227423635336,0.6343472384209782,0.5200247067247028,0.40868404335223585,0.30802176487579236,0.22287097008009626,2.2853173607391803,1.709104517705624,3.9944218784448045,0.7473763052784749,0.5564419728706306,0.36998219502387997,0.22100394954635327,0.11961002585113056,não,programado,Fora,Multi-gols 1-4,0.8064652365274635,0.5297050052379886,0.7442349523190409,0.7260600424429702,0.5256819062426183,0.49021728144210763
18,30,2026-10-11,Coritiba,Botafogo RJ,0.32023149563055403,0.2502914227322767,0.42947708163716924,1.2574566379571452,1.497156844877341,2.754613482834486,0.5196589859382231,0.48034101406177687,0.5540856655480081,0.7156238692849006,0.7762355911681796,1-1,0.11839005271422429,0.240325729910496,0.48034101406177687,0.7020165866021303,0.41811480896684905,0.6397903815072026,0.7924483552147918,0.4616908566916344,0.6143488303992237,0.6984517621546463,0.3743335462479427,0.4584364780033655,0.49704840983846005,0.9377737949050723,0.7596742700895041,0.5196589859382231,0.2979834133978696,0.14532543969028036,4.017656410195228,5.135826558546278,9.153482968741507,0.6679521069772973,0.5486473178338716,0.4302566609079099,0.3222383907828854,0.23074957920649486,0.1582479522576693,2.2997580493484726,2.9529937456070545,5.252751794955527,0.8804044545099237,0.7514056832236287,0.5902459126008562,0.4255191114374981,0.2820946358234948,não,programado,Fora,Multi-gols 1-4,0.7924483552147918,0.5705229183628308,0.7497085772677232,0.6797685043694459,0.48034101406177687,0.4459143344519919
19,30,2026-10-11,Flamengo RJ,Fluminense,0.6212407557646783,0.21680591112832906,0.16195333310699267,1.8743840733696802,0.8311292559992839,2.7055133293689644,0.507733248501614,0.492266751498386,0.47660977680322314,0.846556360559556,0.5644428531933283,1-0,0.12649734575200253,0.2488780759381531,0.492266751498386,0.7128701820065726,0.42665618844804715,0.6472596189562339,0.7964733406611022,0.4639921060684196,0.6132058277732881,0.6939470372593903,0.36981715221305494,0.45055836169915736,0.4869666693869101,0.934389436949661,0.751121924061847,0.507733248501614,0.2871298179934273,0.13791609628855897,5.756961803306182,3.849837805101593,9.606799608407774,0.7129379640106186,0.5998491777730177,0.4831834099903013,0.3725241965905026,0.2750874678648172,0.19481496419582323,2.6149002642748904,2.735755480686249,5.35065574496114,0.8874191804508071,0.7631859692129337,0.6054205552916758,0.44150413970383917,0.2964318460459823,não,programado,Casa,Casa ou empate (1X),0.8380466668930073,0.8380466668930073,0.783194088871671,0.3787592442353217,0.49226675149838595,0.5233902231967769
20,30,2026-10-11,Gremio,Internacional,0.4455960138235093,0.2640756089580791,0.29032837721841187,1.4019156572405378,1.0758995801641857,2.477815237404724,0.4504842565148051,0.5495157434851952,0.49532413892843696,0.7538755948564028,0.6590091958339603,1-1,0.12510100899116233,0.29336673625651605,0.5495157434851952,0.7623073193564167,0.4670763952471212,0.6798679711183427,0.8116826829001188,0.46894058309990083,0.6007552948816768,0.6660778742026847,0.34460628765299767,0.40992886697400577,0.43690511334963544,0.9175606517619262,0.706633263743484,0.4504842565148051,0.23769268064358343,0.10587796886180736,4.388506978694031,4.787337329605038,9.17584430829907,0.670278232044687,0.5512467149401012,0.43289443466917876,0.32469835490045307,0.23287833093948174,0.15997081929029633,2.5574685290693684,3.0188110196064355,5.576279548675804,0.902151521349159,0.7885847177663851,0.6390104609546687,0.47783502177773607,0.32989276057832473,não,programado,Casa,Multi-gols 1-4,0.8116826829001188,0.7096716227815884,0.7359243910419211,0.5544039861764909,0.5495157434851949,0.504675861071563
21,30,2026-10-11,Palmeiras,Corinthians,0.6315911706421202,0.22640729277741012,0.14200153658046966,1.7463948292716824,0.6803447139070664,2.4267395431787486,0.43726603980586054,0.5627339601941397,0.4062495304453929,0.8256018942584638,0.4935576163838803,1-0,0.15548064768083858,0.30389304906631426,0.5627339601941397,0.7731127497262033,0.4756439403910907,0.6860227299231544,0.8136575269896048,0.46921970065988905,0.5968544977263396,0.6588023450675228,0.3380135865985142,0.39996143393969746,0.4250168777946662,0.9129099801969511,0.6961069509336857,0.43726603980586054,0.2268872502737969,0.09925245320734635,6.775680053308896,3.919038735281267,10.694718788590164,0.8023527708951294,0.708029977519127,0.6021091065889895,0.492747050451007,0.387927384466084,0.2939273800877191,2.740026413484487,3.2662321097430285,6.006258523227515,0.9253455667184377,0.8306311053508433,0.6974951074006092,0.5443823916703806,0.3943868320797165,não,programado,Casa,Casa ou empate (1X),0.8579984634195303,0.8579984634195303,0.7735927072225899,0.3684088293578798,0.5627339601941395,0.5937504695546071
22,30,2026-10-11,Sao Paulo,Vitoria,0.5603540636717557,0.2520122063932773,0.18763372993496724,1.556818308589746,0.7765624976999553,2.3333808062897012,0.4127949282466413,0.5872050717533589,0.4248010183350007,0.7891957041691287,0.5400155087715222,1-0,0.15233717925519874,0.324604594783382,0.5872050717533589,0.7925256540001048,0.4916152663590091,0.6969358486057551,0.8167090137124428,0.4679210592167228,0.5876942243234106,0.6435896866202548,0.32509374735343377,0.38098920965027805,0.4027268466701883,0.9044101946056504,0.675395405216618,0.4127949282466413,0.20747434599989542,0.08770118089320757,6.142766902341532,3.5351385031498914,9.677905405491423,0.7195776689211335,0.6075778239055452,0.4913527040011716,0.3804600394863553,0.2822407890676255,0.20084547376836692,2.375463505470122,3.2711361234244025,5.646599628894524,0.9063604654496765,0.796016666670568,0.649076173069496,0.4889834414408726,0.3404059173464201,não,programado,Casa,Multi-gols 1-4,0.8167090137124428,0.8123662700650329,0.747987793606723,0.43964593632824456,0.5872050717533587,0.5751989816649993
23,30,2026-10-11,Vasco,Remo,0.5535387346041798,0.22159012262910782,0.22487114276671227,1.8861328419746979,1.12093173625636,3.007064578231058,0.57839887539768,0.42160112460231974,0.5705800727533649,0.8483489216018467,0.6740241630052684,1-1,0.10329081733662862,0.19931741887694343,0.42160112460231974,0.6456421376943086,0.3733941364560703,0.597435149548059,0.7658641321252275,0.44632471881736513,0.6147537013945336,0.7160505908540805,0.39246999566915725,0.49376688512870426,0.5445353636152694,0.9517930118537505,0.8006825811230562,0.57839887539768,0.3543578623056914,0.18592887972852296,6.79717667867078,3.700979863585651,10.498156542256432,0.7880843890206664,0.6901353452280234,0.5817291301605952,0.47141569793255367,0.36720948967581024,0.27510775971191515,1.700131580947692,1.8971378587437842,3.597269439691476,0.6848593235314688,0.4788612383103963,0.29608128444126813,0.1633936350091807,0.08134264618124032,não,programado,Casa,"Mais de 1,5 gols",0.8006825811230562,0.7751288572332876,0.7784098773708921,0.4464612653958201,0.42160112460232,0.42941992724663514
24,31,2026-10-18,Athletico-PR,Palmeiras,0.30797268672304107,0.27838963927470417,0.41363767400225465,1.0436254728788887,1.2580291894777527,2.301654662356641,0.40440014991120604,0.5955998500887938,0.4621606280334047,0.6478244875257102,0.7157866437725597,1-1,0.12986984511847963,0.33201606965979474,0.5955998500887938,0.7990104211624182,0.49705035335365905,0.7004609244272834,0.8175062043928275,0.46699435150262336,0.5840396314681674,0.6379192208716269,0.32045585103916846,0.37433544044262795,0.3950041519813017,0.9014505032648652,0.6679839303402051,0.40440014991120604,0.2009895788375819,0.08394429887203768,5.435994525401777,5.251209480989933,10.68720400639171,0.8018219749440954,0.7073595904059586,0.6013402436508639,0.49193665240947415,0.38713478692041803,0.2932023810365677,2.4727244098085808,2.4307878161613394,4.90351222596992,0.8519644068039284,0.7054808963527736,0.5333465528000495,0.36785231634253324,0.23231789658815116,não,programado,Fora,Multi-gols 1-4,0.8175062043928275,0.5863623259977453,0.7216103607252957,0.6920273132769588,0.595599850088794,0.5378393719665953
25,31,2026-10-18,Atletico-MG,Coritiba,0.6255947034866065,0.20947397276256205,0.16493132375083164,1.9649986142691234,0.8920380607880289,2.8570366750571523,0.54404249712721,0.45595750287278997,0.5062852831072817,0.8598520611811852,0.5901803482237974,1-0,0.1140466892439231,0.22271661510920507,0.45595750287278997,0.6792146745098838,0.3997046291704909,0.6229618008075846,0.7824289211756024,0.4564980594006786,0.6159651797686965,0.7070879411724975,0.3827242920051116,0.4738470534089125,0.5172382220015956,0.9437471262977009,0.7772833848907948,0.54404249712721,0.3207853254901162,0.1613182051220984,7.235383710216631,3.250005785512557,10.485389495729187,0.7871297279943694,0.6889472583299392,0.5803864503579916,0.4700211838195987,0.3658655546330869,0.2738964253437062,2.353465920820707,2.5062813593799533,4.8597472802006605,0.8479946437084724,0.6992859257618551,0.5259313323758719,0.3605940346391363,0.2262687720314427,não,programado,Casa,Casa ou empate (1X),0.8350686762491686,0.8350686762491686,0.7905260272374381,0.3744052965133937,0.45595750287279,0.4937147168927183
26,31,2026-10-18,Bahia,Flamengo RJ,0.29868717192943695,0.24959390007112964,0.4517189279994336,1.197300820451801,1.5325004500603199,2.729801270512121,0.5136486990956367,0.4863513009043633,0.5458242477842224,0.6979918764613111,0.7840063542831253,1-1,0.11828630064669252,0.24470806656723318,0.4863513009043633,0.7075104156646298,0.4225252838645771,0.6436843986248436,0.7946149004636264,0.46280234909739665,0.6137328509361794,0.6961351210302702,0.37208961659904943,0.45449188669314,0.4919822880916613,0.9361739829602138,0.7552919334327668,0.5136486990956367,0.2924895843353702,0.14155908249658727,5.130269046505513,4.778730723204625,9.908999769710139,0.7403763592954963,0.6320875752935755,0.5175815876485758,0.40625647282683475,0.3057835382364654,0.22094092817442168,2.380892360410614,2.908066382111802,5.288958742522416,0.8830446036880087,0.755816896149987,0.5958991438522986,0.4314437169261668,0.28738115841886636,não,programado,Fora,Multi-gols 1-4,0.7946149004636264,0.5482810720005666,0.7504060999288705,0.7013128280705632,0.4863513009043633,0.45417575221577755
27,31,2026-10-18,Botafogo RJ,Chapecoense-SC,0.717744160077261,0.17187206401669905,0.11038377590603991,2.2922634584899293,0.7708274284310057,3.0630908869209352,0.5908396840532566,0.40916031594674346,0.48211775383059663,0.8989854499556725,0.5373698864509467,2-0,0.12280438042553711,0.1908597921885443,0.40916031594674346,0.6330608220725559,0.36339789852276616,0.5872984046485785,0.7587696288569444,0.44220102988401155,0.6136722540923776,0.718727418960988,0.39537173033417833,0.5004268952027888,0.554063628890534,0.9542375825760225,0.8091402078114557,0.5908396840532566,0.3669391779274441,0.19546795371907819,6.438185494788446,3.155039530629347,9.593225025417793,0.7116575283774624,0.5983639652313675,0.48161902113533683,0.3710098438763373,0.273727231794764,0.19367226494188428,1.760469118667528,2.606982065199587,4.367451183867115,0.796271482811177,0.622719434485512,0.4389284928968077,0.2796874478259641,0.16216053808360054,não,programado,Casa,Casa ou empate (1X),0.8896162240939601,0.8896162240939601,0.8281279359833009,0.28225583992273895,0.4091603159467434,0.5178822461694034
28,31,2026-10-18,Corinthians,Vitoria,0.544433707233567,0.25726511271401714,0.19830118005241593,1.5144787595897533,0.795844549013093,2.3103233086028467,0.40669808236659627,0.5933019176334038,0.4267022636820282,0.7800783606743052,0.5487999906687757,1-0,0.15168498782635392,0.3298842113420044,0.5933019176334038,0.7972442512012332,0.4954780052944567,0.6994203388622862,0.8172138181644397,0.46736003985922886,0.5851535191613824,0.6395818608337291,0.32173581286998315,0.37616415454232977,0.39712205189194105,0.9021760876610528,0.6701157886579955,0.40669808236659627,0.20275574879876665,0.08496226949661308,5.418037816836846,3.749795269006185,9.167833085843032,0.6694461351359156,0.5503162756295501,0.43194966179889893,0.3238167114815451,0.2321149111425792,0.15935256911624307,2.684306040093286,4.06206509321987,6.746371133313156,0.9535131146893706,0.8860199866488434,0.7811070734278942,0.6476827853049192,0.5031413964493598,não,programado,Casa,Multi-gols 1-4,0.8172138181644397,0.8016988199475841,0.7427348872859829,0.45556629276643307,0.5933019176334038,0.5732977363179719
29,31,2026-10-18,Fluminense,Santos,0.5313555292641272,0.24596505970749613,0.22267941102837654,1.6146815513329376,0.947520975871954,2.562202527204892,0.472042864755615,0.5279571352443849,0.4890947931569808,0.8010478824017638,0.6122990674991412,1-0,0.12593362096929386,0.27615355562735344,0.5279571352443849,0.7441991007665931,0.45220929198830895,0.6684512575105173,0.8069657649109113,0.4680455451392398,0.6065600525396339,0.6775407938181933,0.35475647292260226,0.4257372142011616,0.45604851351925424,0.9242521567439241,0.7238464443726466,0.472042864755615,0.2558008992334067,0.11728639183301283,5.815357122498146,3.986541483494156,9.801898605992303,0.7308852977445408,0.6208458728566009,0.5054901681747195,0.39430417601094825,0.29482044699051424,0.21153616734602398,2.3321848707079726,3.429209461438346,5.761394332146319,0.912867180164909,0.8076715517350693,0.6650891972182011,0.5069751595201987,0.35761785824752756,não,programado,Casa,Multi-gols 1-4,0.8069657649109113,0.7773205889716234,0.7540349402925037,0.4686444707358727,0.527957135244385,0.5109052068430192
30,31,2026-10-18,Gremio,Cruzeiro,0.3980570520409878,0.2759048264699718,0.32603812148904043,1.2496713242444726,1.1023469283741625,2.352018252618635,0.4177068522503927,0.5822931477496073,0.47494737801000786,0.7134012565962264,0.6679093047588734,1-1,0.1295729680158264,0.32057436221187396,0.5822931477496073,0.7886897093277115,0.4886563310946994,0.6950528926728038,0.8164150737979579,0.4681153471158377,0.5894775282409918,0.6465667700184271,0.3277587427032584,0.384847984480694,0.4072271521952329,0.9063631833450921,0.6794256377881258,0.4177068522503927,0.2113102906722884,0.08994810954713432,4.517588480089089,4.9658612932707085,9.483449773359798,0.7011512531367066,0.5862403892444865,0.46891500667807406,0.3587755060594935,0.2627945198994557,0.18453515658018171,2.819834958367427,3.3732276676480297,6.193062626015457,0.9337015677177262,0.8464999009491871,0.7206116569836736,0.5719215334034188,0.4223219270687184,não,programado,Casa,Multi-gols 1-4,0.8164150737979579,0.6739618785109596,0.7240951735300283,0.6019429479590122,0.5822931477496073,0.5250526219899921
31,31,2026-10-18,Mirassol,Internacional,0.49935286442671883,0.25012926221856985,0.25051787335471115,1.5664192303239404,1.0292050278035256,2.5956242581274656,0.48047297018331586,0.5195270298166841,0.507105364735342,0.7912100193677931,0.6427091594684029,1-1,0.11885367495194522,0.2696422366071571,0.5195270298166841,0.736952216139584,0.44634084391753814,0.6637660302404381,0.8048549952944942,0.46730997953242687,0.608398944586483,0.6816419626440581,0.35851415137695614,0.4317571694345311,0.4634424946719732,0.9268138141008538,0.7303577633928429,0.48047297018331586,0.26304778386041594,0.12195881880635971,5.494024737268277,5.142920164397529,10.636944901665807,0.7982421444829243,0.7028478975841489,0.5961767662341096,0.4865057536338995,0.38183441310048893,0.28836431103278404,2.308395651345192,2.282714475663714,4.591110127008906,0.821448086106442,0.659072817656237,0.4791977601197339,0.31617112414669957,0.19030827179610266,não,programado,Casa,Multi-gols 1-4,0.8048549952944942,0.7494821266452887,0.74987073778143,0.500647135573281,0.5195270298166841,0.49289463526465804
32,31,2026-10-18,Remo,Bragantino,0.3772801492743925,0.2553099966581553,0.3674098540674523,1.3604864484830235,1.339071575372949,2.699558023855972,0.50626798943668,0.49373201056331995,0.547172390182232,0.7434645260507133,0.7379115364145332,1-1,0.1210496355327806,0.2501786616902131,0.49373201056331995,0.7141890425018583,0.42793568284633454,0.648392714784873,0.7971770661227313,0.4640103808116455,0.6127947321495038,0.6931252455683682,0.3692413832763969,0.44957189669526143,0.485714762348994,0.9342036722830146,0.7498213383097869,0.50626798943668,0.2858109574981415,0.13702660616028328,5.537812610120943,6.208936941183885,11.746749551304827,0.8658845225103243,0.791170150239703,0.7009521799183716,0.600790364524449,0.49756122598057606,0.39801806749494273,1.8990925568107047,2.4516937397897536,4.350786296600458,0.7942763233249329,0.6199071457516977,0.4358879547058636,0.2769992324225843,0.16013693780992067,não,programado,Casa,Multi-gols 1-4,0.7971770661227313,0.6325901459325478,0.7446900033418449,0.6227198507256075,0.49373201056331995,0.45282760981776804
33,31,2026-10-18,Sao Paulo,Vasco,0.5436372740957094,0.24297595037477507,0.21338677552951557,1.6434254094119078,0.9266139339527434,2.5700393433646513,0.4740257290616224,0.5259742709383776,0.4859563313609881,0.8066854588008012,0.6041080571210267,1-0,0.1271439068252573,0.2745908909016528,0.5259742709383776,0.7425030634644607,0.4508114554992173,0.6673402480253005,0.8064628106712174,0.46791217256280787,0.607034735208725,0.6785451785501961,0.35565135517200014,0.4271617985134715,0.4577927245211916,0.9248371845608396,0.7254091090983471,0.4740257290616224,0.25749693653553923,0.1183743738896223,5.750869437792906,3.7646094185280456,9.515478856320952,0.7042445421815665,0.5897982619010975,0.47263109273656023,0.3623425426616341,0.26597164639398474,0.18718177953298887,2.0046397947186603,2.5652945823193494,4.56993437703801,0.8191886660809236,0.6557425200721402,0.4754326509699234,0.3126901937464114,0.18756820995697798,não,programado,Casa,Multi-gols 1-4,0.8064628106712174,0.7866132244704844,0.757024049625225,0.4563627259042906,0.5259742709383777,0.514043668639012
34,32,2026-10-25,Chapecoense-SC,Fluminense,0.2638795510078149,0.25431707378588475,0.4818033752063004,1.0507254718406418,1.5176721339254569,2.568397605766099,0.4736094171855161,0.5263905828144839,0.5063177157945625,0.650316081096902,0.7807795557010975,1-1,0.12080769486775318,0.27498199206752444,0.5263905828144839,0.7428593942909507,0.45116850381792084,0.6676373152943877,0.8066321402456418,0.46787740222342633,0.6068722271746805,0.6782711921579759,0.355463636427721,0.42686260141101634,0.45742616257521584,0.9247779210034369,0.7250180079324754,0.4736094171855161,0.2571406057090493,0.1181457807577951,3.9974173382771836,5.361485126788128,9.358902465065311,0.6889047715006931,0.5722481291321926,0.45439744493564116,0.3449325212130958,0.25054624984408913,0.17439944599309343,2.565025079083042,1.7882012884691425,4.3532263675521845,0.794569517367752,0.620319810481526,0.4363334543940156,0.2773925289219643,0.1604325616105884,não,programado,Fora,Multi-gols 1-4,0.8066321402456418,0.5181966247936997,0.7456829262141154,0.7361204489921851,0.5263905828144839,0.49368228420543747
35,32,2026-10-25,Coritiba,Gremio,0.38584176131359044,0.2517575428039763,0.3624006958824332,1.4078899727341057,1.3564924372743432,2.764382410008449,0.5220140204112202,0.47798597958877975,0.5593807531239506,0.7553416614968784,0.7424378581415939,1-1,0.1189319615918024,0.23862532816346071,0.47798597958877975,0.6998503115107281,0.41638474610330145,0.6382490780252498,0.791578815920128,0.4612249833472673,0.6145547212421456,0.6993272786667719,0.3751940698168266,0.45996662724145265,0.49902399140629194,0.9383987665145217,0.7613746718365393,0.5220140204112202,0.3001496884892719,0.1468199505943936,4.3729088562276175,4.806148617635544,9.17905747386316,0.6706115746389373,0.5516196380759367,0.4332732896919578,0.32505206947074494,0.23318476548720724,0.1602191056550336,2.500834692954655,2.8521195686464487,5.352954261601104,0.8875791776376366,0.7634569307652637,0.6057725294959357,0.44187802347928284,0.29676999577048024,não,programado,Casa,Multi-gols 1-4,0.791578815920128,0.6375993041175667,0.7482424571960236,0.6141582386864095,0.47798597958877975,0.44061924687604936
36,32,2026-10-25,Cruzeiro,Remo,0.6379965166039164,0.2105216771700725,0.1514818062260111,1.926121573415491,0.8088263222680996,2.734947895683591,0.5149077002079517,0.48509229979204826,0.47262111508282223,0.8542948284854687,0.554619512032365,1-0,0.12618519059203834,0.2435676015423792,0.48509229979204826,0.7063650737195831,0.4213855252270596,0.6426582991545944,0.7939536843752132,0.4627974721772039,0.6140928573978228,0.6968515020616327,0.3725681591481538,0.45532680381196355,0.49305098410009957,0.9362932254350115,0.756432398457621,0.5149077002079517,0.293634926280417,0.14233954105979807,8.314193044244643,3.627933882079054,11.942126926323697,0.87551107007428,0.8043293860647606,0.7172872772640719,0.619426021363549,0.5172890098574354,0.4175501255965989,2.055066425836645,2.495968270821404,4.551034696658049,0.8171506527590804,0.6527503922612643,0.47206318092042077,0.3095873051883321,0.18513534564079492,não,programado,Casa,Casa ou empate (1X),0.848518193773989,0.848518193773989,0.7894783228299276,0.36200348339608357,0.48509229979204826,0.5273788849171778
